"Date" "NHSBoard" "TotalAttendances" "Within4Hours" "Over4Hours" "Over8Hours" "Over12Hours"
"1601" 2017-01-31 "NHS Forth Valley" 6181 5614 567 86 3
"1602" 2017-01-31 "NHS Grampian" 10768 10224 544 29 0
"1603" 2017-01-31 "NHS Greater Glasgow & Clyde" 33327 29761 3566 345 62
"1604" 2017-01-31 "NHS Highland" 7888 7546 342 10 2
"1605" 2017-01-31 "NHS Lanarkshire" 16195 14447 1748 315 90
"1606" 2017-01-31 "NHS Lothian" 21747 20184 1563 391 153
"1607" 2017-01-31 "NHS Orkney" 431 422 9 0 0
"1608" 2017-01-31 "NHS Shetland" 557 538 19 0 0
"1609" 2017-01-31 "NHS Tayside" 8191 8064 127 1 0
"1610" 2017-01-31 "NHS Western Isles" 632 625 7 0 0
"1611" 2017-02-28 "NHS Ayrshire & Arran" 8665 7893 772 137 34
"1612" 2017-02-28 "NHS Borders" 2177 2087 90 2 0
"1613" 2017-02-28 "NHS Dumfries & Galloway" 3548 3250 298 13 1
"1614" 2017-02-28 "NHS Fife" 6453 6113 340 36 2
"1615" 2017-02-28 "NHS Forth Valley" 5821 5405 416 17 0
"1616" 2017-02-28 "NHS Grampian" 9729 9268 461 11 2
"1617" 2017-02-28 "NHS Greater Glasgow & Clyde" 31012 28009 3003 247 31
"1618" 2017-02-28 "NHS Highland" 6953 6581 372 25 8
"1619" 2017-02-28 "NHS Lanarkshire" 15166 13543 1623 259 81
"1620" 2017-02-28 "NHS Lothian" 20063 18707 1356 359 127
"1621" 2017-02-28 "NHS Orkney" 428 402 26 1 0
"1622" 2017-02-28 "NHS Shetland" 584 576 8 0 0
"1623" 2017-02-28 "NHS Tayside" 7593 7497 96 3 0
"1624" 2017-02-28 "NHS Western Isles" 600 600 0 0 0
"1625" 2017-03-31 "NHS Ayrshire & Arran" 10180 9541 639 94 23
"1626" 2017-03-31 "NHS Borders" 2531 2359 172 9 3
"1627" 2017-03-31 "NHS Dumfries & Galloway" 4163 3901 262 10 0
"1628" 2017-03-31 "NHS Fife" 7660 7293 367 35 5
"1629" 2017-03-31 "NHS Forth Valley" 6808 6614 194 2 0
"1630" 2017-03-31 "NHS Grampian" 11643 11185 458 9 0
"1631" 2017-03-31 "NHS Greater Glasgow & Clyde" 36312 32937 3375 153 14
"1632" 2017-03-31 "NHS Highland" 8218 7959 259 14 0
"1633" 2017-03-31 "NHS Lanarkshire" 17219 15504 1715 211 39
"1634" 2017-03-31 "NHS Lothian" 23476 22471 1005 121 19
"1635" 2017-03-31 "NHS Orkney" 477 465 12 0 0
"1636" 2017-03-31 "NHS Shetland" 591 574 17 0 0
"1637" 2017-03-31 "NHS Tayside" 8861 8738 123 3 0
"1638" 2017-03-31 "NHS Western Isles" 668 663 5 0 0
"1639" 2017-04-30 "NHS Ayrshire & Arran" 10040 9646 394 30 3
"1640" 2017-04-30 "NHS Borders" 2688 2516 172 7 0
"1641" 2017-04-30 "NHS Dumfries & Galloway" 4173 3916 257 3 1
"1642" 2017-04-30 "NHS Fife" 7546 7022 524 62 11
"1643" 2017-04-30 "NHS Forth Valley" 6914 6284 630 11 0
"1644" 2017-04-30 "NHS Grampian" 11210 10777 433 10 1
"1645" 2017-04-30 "NHS Greater Glasgow & Clyde" 34990 31236 3754 211 4
"1646" 2017-04-30 "NHS Highland" 8277 8014 263 14 2
"1647" 2017-04-30 "NHS Lanarkshire" 16679 15331 1348 171 43
"1648" 2017-04-30 "NHS Lothian" 22296 21237 1059 169 34
"1649" 2017-04-30 "NHS Orkney" 521 497 24 0 0
"1650" 2017-04-30 "NHS Shetland" 619 603 16 0 0
"1651" 2017-04-30 "NHS Tayside" 9388 9254 134 1 0
"1652" 2017-04-30 "NHS Western Isles" 732 729 3 0 0
"1653" 2017-05-31 "NHS Ayrshire & Arran" 11269 10744 525 62 12
"1654" 2017-05-31 "NHS Borders" 2877 2689 188 13 1
"1655" 2017-05-31 "NHS Dumfries & Galloway" 4564 4354 210 3 1
"1656" 2017-05-31 "NHS Fife" 8275 7833 442 51 7
"1657" 2017-05-31 "NHS Forth Valley" 7584 6961 623 60 7
"1658" 2017-05-31 "NHS Grampian" 12515 12119 396 10 1
"1659" 2017-05-31 "NHS Greater Glasgow & Clyde" 38529 34957 3572 183 1
"1660" 2017-05-31 "NHS Highland" 9803 9547 256 7 0
"1661" 2017-05-31 "NHS Lanarkshire" 18723 17294 1429 145 28
"1662" 2017-05-31 "NHS Lothian" 24125 22949 1176 166 38
"1663" 2017-05-31 "NHS Orkney" 563 543 20 3 0
"1664" 2017-05-31 "NHS Shetland" 680 656 24 1 0
"1665" 2017-05-31 "NHS Tayside" 10069 9845 224 0 0
"1666" 2017-05-31 "NHS Western Isles" 843 837 6 0 0
"1667" 2017-06-30 "NHS Ayrshire & Arran" 9854 9541 313 43 8
"1668" 2017-06-30 "NHS Borders" 2743 2666 77 2 0
"1669" 2017-06-30 "NHS Dumfries & Galloway" 4243 4058 185 1 0
"1670" 2017-06-30 "NHS Fife" 7771 7474 297 12 1
"1671" 2017-06-30 "NHS Forth Valley" 7077 6697 380 2 0
"1672" 2017-06-30 "NHS Grampian" 11629 11294 335 8 0
"1673" 2017-06-30 "NHS Greater Glasgow & Clyde" 34926 32510 2416 79 0
"1674" 2017-06-30 "NHS Highland" 9369 9124 245 4 0
"1675" 2017-06-30 "NHS Lanarkshire" 17253 16300 953 81 28
"1676" 2017-06-30 "NHS Lothian" 22702 21731 971 137 35
"1677" 2017-06-30 "NHS Orkney" 516 511 5 0 0
"1678" 2017-06-30 "NHS Shetland" 665 652 13 1 1
"1679" 2017-06-30 "NHS Tayside" 9294 9174 120 1 0
"1680" 2017-06-30 "NHS Western Isles" 759 756 3 0 0
"1681" 2017-07-31 "NHS Ayrshire & Arran" 9457 9141 316 46 8
"1682" 2017-07-31 "NHS Borders" 2653 2547 106 3 0
"1683" 2017-07-31 "NHS Dumfries & Galloway" 4488 4253 235 5 0
"1684" 2017-07-31 "NHS Fife" 7668 7381 287 9 0
"1685" 2017-07-31 "NHS Forth Valley" 7004 6531 473 6 0
"1686" 2017-07-31 "NHS Grampian" 11547 11101 446 9 0
"1687" 2017-07-31 "NHS Greater Glasgow & Clyde" 34461 32527 1934 42 1
"1688" 2017-07-31 "NHS Highland" 9772 9547 225 10 1
"1689" 2017-07-31 "NHS Lanarkshire" 16998 16221 777 43 4
"1690" 2017-07-31 "NHS Lothian" 21893 21035 858 104 13
"1691" 2017-07-31 "NHS Orkney" 519 493 26 0 0
"1692" 2017-07-31 "NHS Shetland" 682 662 20 0 0
"1693" 2017-07-31 "NHS Tayside" 9523 9372 151 1 0
"1694" 2017-07-31 "NHS Western Isles" 962 957 5 0 0
"1695" 2017-08-31 "NHS Ayrshire & Arran" 9350 8855 495 70 10
"1696" 2017-08-31 "NHS Borders" 2743 2655 88 1 0
"1697" 2017-08-31 "NHS Dumfries & Galloway" 4361 4094 267 8 1
"1698" 2017-08-31 "NHS Fife" 7937 7680 257 8 0
"1699" 2017-08-31 "NHS Forth Valley" 7071 6613 458 7 0
"1700" 2017-08-31 "NHS Grampian" 11725 11211 514 16 0
"1701" 2017-08-31 "NHS Greater Glasgow & Clyde" 35695 33395 2300 52 0
"1702" 2017-08-31 "NHS Highland" 9887 9559 328 14 1
"1703" 2017-08-31 "NHS Lanarkshire" 17472 16516 956 56 13
"1704" 2017-08-31 "NHS Lothian" 23192 22076 1116 122 18
"1705" 2017-08-31 "NHS Orkney" 607 593 14 0 0
"1706" 2017-08-31 "NHS Shetland" 663 622 41 0 0
"1707" 2017-08-31 "NHS Tayside" 9774 9608 166 2 0
"1708" 2017-08-31 "NHS Western Isles" 871 865 6 0 0
"1709" 2017-09-30 "NHS Ayrshire & Arran" 9612 8749 863 210 84
"1710" 2017-09-30 "NHS Borders" 2834 2691 143 6 0
"1711" 2017-09-30 "NHS Dumfries & Galloway" 4466 4126 340 13 0
"1712" 2017-09-30 "NHS Fife" 7963 7618 345 20 0
"1713" 2017-09-30 "NHS Forth Valley" 6893 6403 490 9 0
"1714" 2017-09-30 "NHS Grampian" 11836 11169 667 23 0
"1715" 2017-09-30 "NHS Greater Glasgow & Clyde" 36243 33159 3084 152 0
"1716" 2017-09-30 "NHS Highland" 8979 8615 364 10 1
"1717" 2017-09-30 "NHS Lanarkshire" 17430 16151 1279 89 14
"1718" 2017-09-30 "NHS Lothian" 23362 22039 1323 238 67
"1719" 2017-09-30 "NHS Orkney" 503 486 17 1 0
"1720" 2017-09-30 "NHS Shetland" 651 639 12 0 0
"1721" 2017-09-30 "NHS Tayside" 9412 9170 242 3 0
"1722" 2017-09-30 "NHS Western Isles" 751 746 5 0 0
"1723" 2017-10-31 "NHS Ayrshire & Arran" 9520 8830 690 151 34
"1724" 2017-10-31 "NHS Borders" 2742 2616 126 7 1
"1725" 2017-10-31 "NHS Dumfries & Galloway" 4111 3851 260 2 0
"1726" 2017-10-31 "NHS Fife" 7375 7197 178 5 0
"1727" 2017-10-31 "NHS Forth Valley" 6988 6415 573 62 6
"1728" 2017-10-31 "NHS Grampian" 11403 10989 414 13 0
"1729" 2017-10-31 "NHS Greater Glasgow & Clyde" 35903 33466 2437 103 3
"1730" 2017-10-31 "NHS Highland" 8288 8080 208 10 2
"1731" 2017-10-31 "NHS Lanarkshire" 17279 16114 1165 98 6
"1732" 2017-10-31 "NHS Lothian" 23395 21950 1445 211 22
"1733" 2017-10-31 "NHS Orkney" 501 462 39 1 0
"1734" 2017-10-31 "NHS Shetland" 577 563 14 1 0
"1735" 2017-10-31 "NHS Tayside" 9056 8929 127 3 1
"1736" 2017-10-31 "NHS Western Isles" 691 691 0 0 0
"1737" 2017-11-30 "NHS Ayrshire & Arran" 8851 8458 393 58 15
"1738" 2017-11-30 "NHS Borders" 2526 2369 157 8 4
"1739" 2017-11-30 "NHS Dumfries & Galloway" 3978 3667 311 7 2
"1740" 2017-11-30 "NHS Fife" 7135 6861 274 20 2
"1741" 2017-11-30 "NHS Forth Valley" 6600 6263 337 27 3
"1742" 2017-11-30 "NHS Grampian" 10575 10139 436 12 0
"1743" 2017-11-30 "NHS Greater Glasgow & Clyde" 35031 32222 2809 165 5
"1744" 2017-11-30 "NHS Highland" 7785 7584 201 7 0
"1745" 2017-11-30 "NHS Lanarkshire" 16751 15403 1348 180 57
"1746" 2017-11-30 "NHS Lothian" 22844 20419 2425 442 129
"1747" 2017-11-30 "NHS Orkney" 454 436 18 0 0
"1748" 2017-11-30 "NHS Shetland" 588 568 20 0 0
"1749" 2017-11-30 "NHS Tayside" 8455 8306 149 2 0
"1750" 2017-11-30 "NHS Western Isles" 641 634 7 0 0
"1751" 2017-12-31 "NHS Ayrshire & Arran" 9546 8793 753 170 48
"1752" 2017-12-31 "NHS Borders" 2751 2447 304 52 23
"1753" 2017-12-31 "NHS Dumfries & Galloway" 4044 3508 536 76 3
"1754" 2017-12-31 "NHS Fife" 7475 6789 686 94 25
"1755" 2017-12-31 "NHS Forth Valley" 6996 5356 1640 331 101
"1756" 2017-12-31 "NHS Grampian" 11959 11120 839 50 6
"1757" 2017-12-31 "NHS Greater Glasgow & Clyde" 37001 30296 6705 1032 140
"1758" 2017-12-31 "NHS Highland" 8709 8355 354 25 1
"1759" 2017-12-31 "NHS Lanarkshire" 17902 14795 3107 522 134
"1760" 2017-12-31 "NHS Lothian" 24028 18284 5744 931 336
"1761" 2017-12-31 "NHS Orkney" 504 489 15 0 0
"1762" 2017-12-31 "NHS Shetland" 709 673 36 0 0
"1763" 2017-12-31 "NHS Tayside" 9597 9110 487 22 1
"1764" 2017-12-31 "NHS Western Isles" 757 746 11 0 0
"1765" 2018-01-31 "NHS Ayrshire & Arran" 8563 7544 1019 383 124
"1766" 2018-01-31 "NHS Borders" 2536 2201 335 44 19
"1767" 2018-01-31 "NHS Dumfries & Galloway" 3712 3191 521 127 10
"1768" 2018-01-31 "NHS Fife" 7034 6482 552 84 14
"1769" 2018-01-31 "NHS Forth Valley" 6294 5230 1064 270 89
"1770" 2018-01-31 "NHS Grampian" 11043 10170 873 84 10
"1771" 2018-01-31 "NHS Greater Glasgow & Clyde" 33893 28972 4921 882 193
"1772" 2018-01-31 "NHS Highland" 7937 7561 376 18 0
"1773" 2018-01-31 "NHS Lanarkshire" 16146 14079 2067 349 124
"1774" 2018-01-31 "NHS Lothian" 21920 17378 4542 909 384
"1775" 2018-01-31 "NHS Orkney" 454 445 9 0 0
"1776" 2018-01-31 "NHS Shetland" 605 583 22 1 0
"1777" 2018-01-31 "NHS Tayside" 8207 7948 259 19 2
"1778" 2018-01-31 "NHS Western Isles" 697 689 8 0 0
"1779" 2018-02-28 "NHS Ayrshire & Arran" 8110 7604 506 122 45
"1780" 2018-02-28 "NHS Borders" 2257 2073 184 8 1
"1781" 2018-02-28 "NHS Dumfries & Galloway" 3370 3011 359 44 3
"1782" 2018-02-28 "NHS Fife" 6591 6424 167 6 0
"1783" 2018-02-28 "NHS Forth Valley" 5937 5256 681 118 31
"1784" 2018-02-28 "NHS Grampian" 9961 9314 647 30 3
"1785" 2018-02-28 "NHS Greater Glasgow & Clyde" 32446 28647 3799 279 1
"1786" 2018-02-28 "NHS Highland" 7527 7105 422 27 3
"1787" 2018-02-28 "NHS Lanarkshire" 15363 14232 1131 68 5
"1788" 2018-02-28 "NHS Lothian" 20563 16932 3631 504 170
"1789" 2018-02-28 "NHS Orkney" 476 459 17 0 0
"1790" 2018-02-28 "NHS Shetland" 593 581 12 0 0
"1791" 2018-02-28 "NHS Tayside" 7798 7618 180 3 0
"1792" 2018-02-28 "NHS Western Isles" 674 665 9 1 0
"1793" 2018-03-31 "NHS Ayrshire & Arran" 9667 8779 888 241 79
"1794" 2018-03-31 "NHS Borders" 2584 2313 271 40 7
"1795" 2018-03-31 "NHS Dumfries & Galloway" 3864 3488 376 36 2
"1796" 2018-03-31 "NHS Fife" 7268 6876 392 31 7
"1797" 2018-03-31 "NHS Forth Valley" 6797 5672 1125 206 68
"1798" 2018-03-31 "NHS Grampian" 11459 10782 677 35 0
"1799" 2018-03-31 "NHS Greater Glasgow & Clyde" 36638 31763 4875 498 54
"1800" 2018-03-31 "NHS Highland" 8516 8177 339 33 4
"1801" 2018-03-31 "NHS Lanarkshire" 17652 15888 1764 239 71
"1802" 2018-03-31 "NHS Lothian" 23024 17366 5658 1214 505
"1803" 2018-03-31 "NHS Orkney" 513 492 21 0 0
"1804" 2018-03-31 "NHS Shetland" 642 606 36 0 0
"1805" 2018-03-31 "NHS Tayside" 8413 8245 168 4 1
"1806" 2018-03-31 "NHS Western Isles" 768 750 18 0 0
"1807" 2018-04-30 "NHS Ayrshire & Arran" 9457 8700 757 188 54
"1808" 2018-04-30 "NHS Borders" 2668 2318 350 40 13
"1809" 2018-04-30 "NHS Dumfries & Galloway" 3826 3488 338 26 1
"1810" 2018-04-30 "NHS Fife" 7793 7523 270 2 0
"1811" 2018-04-30 "NHS Forth Valley" 6920 5940 980 126 40
"1812" 2018-04-30 "NHS Grampian" 11518 10883 635 17 1
"1813" 2018-04-30 "NHS Greater Glasgow & Clyde" 36107 31825 4282 407 25
"1814" 2018-04-30 "NHS Highland" 8621 8340 281 19 2
"1815" 2018-04-30 "NHS Lanarkshire" 17366 15603 1763 173 36
"1816" 2018-04-30 "NHS Lothian" 22536 18579 3957 682 283
"1817" 2018-04-30 "NHS Orkney" 533 509 24 1 0
"1818" 2018-04-30 "NHS Shetland" 647 618 29 0 0
"1819" 2018-04-30 "NHS Tayside" 8986 8866 120 1 1
"1820" 2018-04-30 "NHS Western Isles" 785 780 5 0 0
"1821" 2018-05-31 "NHS Ayrshire & Arran" 10364 10063 301 40 4
"1822" 2018-05-31 "NHS Borders" 2922 2724 198 8 1
"1823" 2018-05-31 "NHS Dumfries & Galloway" 4262 4003 259 14 0
"1824" 2018-05-31 "NHS Fife" 8761 8506 255 8 0
"1825" 2018-05-31 "NHS Forth Valley" 7725 6844 881 32 0
"1826" 2018-05-31 "NHS Grampian" 12805 12232 573 10 0
"1827" 2018-05-31 "NHS Greater Glasgow & Clyde" 40020 37149 2871 95 1
"1828" 2018-05-31 "NHS Highland" 10313 10006 307 17 1
"1829" 2018-05-31 "NHS Lanarkshire" 19011 17688 1323 64 9
"1830" 2018-05-31 "NHS Lothian" 24482 21107 3375 369 94
"1831" 2018-05-31 "NHS Orkney" 596 576 20 0 0
"1832" 2018-05-31 "NHS Shetland" 660 637 23 1 0
"1833" 2018-05-31 "NHS Tayside" 10317 10080 237 4 0
"1834" 2018-05-31 "NHS Western Isles" 845 835 10 0 0
"1835" 2018-06-30 "NHS Ayrshire & Arran" 10271 9889 382 57 7
"1836" 2018-06-30 "NHS Borders" 2946 2718 228 16 6
"1837" 2018-06-30 "NHS Dumfries & Galloway" 4172 3925 247 11 2
"1838" 2018-06-30 "NHS Fife" 8226 7963 263 4 0
"1839" 2018-06-30 "NHS Forth Valley" 7480 6695 785 31 0
"1840" 2018-06-30 "NHS Grampian" 12658 12063 595 11 0
"1841" 2018-06-30 "NHS Greater Glasgow & Clyde" 37788 35385 2403 102 0
"1842" 2018-06-30 "NHS Highland" 10192 9786 406 16 0
"1843" 2018-06-30 "NHS Lanarkshire" 17853 16181 1672 171 40
"1844" 2018-06-30 "NHS Lothian" 23210 19881 3329 345 60
"1845" 2018-06-30 "NHS Orkney" 648 633 15 0 0
"1846" 2018-06-30 "NHS Shetland" 689 661 28 0 0
"1847" 2018-06-30 "NHS Tayside" 9639 9457 182 0 0
"1848" 2018-06-30 "NHS Western Isles" 867 855 12 0 0
"1849" 2018-07-31 "NHS Ayrshire & Arran" 10063 9656 407 81 23
"1850" 2018-07-31 "NHS Borders" 2970 2711 259 14 4
"1851" 2018-07-31 "NHS Dumfries & Galloway" 4249 3969 280 19 0
"1852" 2018-07-31 "NHS Fife" 8232 7913 319 5 1
"1853" 2018-07-31 "NHS Forth Valley" 7439 6673 766 23 0
"1854" 2018-07-31 "NHS Grampian" 12228 11714 514 5 0
"1855" 2018-07-31 "NHS Greater Glasgow & Clyde" 37627 35227 2400 71 2
"1856" 2018-07-31 "NHS Highland" 10036 9785 251 7 0
"1857" 2018-07-31 "NHS Lanarkshire" 17731 16276 1455 133 25
"1858" 2018-07-31 "NHS Lothian" 22961 19657 3304 243 52
"1859" 2018-07-31 "NHS Orkney" 590 575 15 0 0
"1860" 2018-07-31 "NHS Shetland" 632 599 33 2 0
"1861" 2018-07-31 "NHS Tayside" 9938 9772 166 0 0
"1862" 2018-07-31 "NHS Western Isles" 945 936 9 0 0
"1863" 2018-08-31 "NHS Ayrshire & Arran" 9748 9216 532 113 16
"1864" 2018-08-31 "NHS Borders" 2909 2747 162 8 1
"1865" 2018-08-31 "NHS Dumfries & Galloway" 4281 4008 273 17 1
"1866" 2018-08-31 "NHS Fife" 7956 7738 218 13 0
"1867" 2018-08-31 "NHS Forth Valley" 7238 6117 1121 44 9
"1868" 2018-08-31 "NHS Grampian" 12043 11457 586 16 0
"1869" 2018-08-31 "NHS Greater Glasgow & Clyde" 36985 33865 3120 151 4
"1870" 2018-08-31 "NHS Highland" 10152 9801 351 14 1
"1871" 2018-08-31 "NHS Lanarkshire" 17896 16671 1225 92 12
"1872" 2018-08-31 "NHS Lothian" 24065 20361 3704 332 70
"1873" 2018-08-31 "NHS Orkney" 622 601 21 0 0
"1874" 2018-08-31 "NHS Shetland" 658 645 13 2 0
"1875" 2018-08-31 "NHS Tayside" 9494 9209 285 3 0
"1876" 2018-08-31 "NHS Western Isles" 831 827 4 0 0
"1877" 2018-09-30 "NHS Ayrshire & Arran" 9665 8893 772 193 52
"1878" 2018-09-30 "NHS Borders" 2752 2650 102 2 0
"1879" 2018-09-30 "NHS Dumfries & Galloway" 3995 3684 311 7 1
"1880" 2018-09-30 "NHS Fife" 7748 7406 342 8 0
"1881" 2018-09-30 "NHS Forth Valley" 7201 5918 1283 134 47
"1882" 2018-09-30 "NHS Grampian" 11940 11313 627 16 1
"1883" 2018-09-30 "NHS Greater Glasgow & Clyde" 36513 33124 3389 191 2
"1884" 2018-09-30 "NHS Highland" 9067 8745 322 9 0
"1885" 2018-09-30 "NHS Lanarkshire" 17233 15720 1513 90 13
"1886" 2018-09-30 "NHS Lothian" 23118 19296 3822 463 121
"1887" 2018-09-30 "NHS Orkney" 572 536 36 2 0
"1888" 2018-09-30 "NHS Shetland" 589 569 20 0 0
"1889" 2018-09-30 "NHS Tayside" 9415 9178 237 1 0
"1890" 2018-09-30 "NHS Western Isles" 788 775 13 0 0
"1891" 2018-10-31 "NHS Ayrshire & Arran" 9744 9135 609 115 13
"1892" 2018-10-31 "NHS Borders" 2861 2708 153 7 2
"1893" 2018-10-31 "NHS Dumfries & Galloway" 3861 3659 202 13 1
"1894" 2018-10-31 "NHS Fife" 7551 7232 319 9 0
"1895" 2018-10-31 "NHS Forth Valley" 7062 5869 1193 127 36
"1896" 2018-10-31 "NHS Grampian" 10929 10421 508 11 1
"1897" 2018-10-31 "NHS Greater Glasgow & Clyde" 36830 33537 3293 219 3
"1898" 2018-10-31 "NHS Highland" 8286 8038 248 8 1
"1899" 2018-10-31 "NHS Lanarkshire" 17354 15805 1549 170 43
"1900" 2018-10-31 "NHS Lothian" 23252 20756 2496 288 59
"1901" 2018-10-31 "NHS Orkney" 493 470 23 0 0
"1902" 2018-10-31 "NHS Shetland" 653 626 27 1 0
"1903" 2018-10-31 "NHS Tayside" 8564 8446 118 1 0
"1904" 2018-10-31 "NHS Western Isles" 725 720 5 0 0
"1905" 2018-11-30 "NHS Ayrshire & Arran" 9343 8603 740 182 45
"1906" 2018-11-30 "NHS Borders" 2578 2489 89 1 0
"1907" 2018-11-30 "NHS Dumfries & Galloway" 3712 3532 180 17 3
"1908" 2018-11-30 "NHS Fife" 7458 7130 328 6 0
"1909" 2018-11-30 "NHS Forth Valley" 6794 5323 1471 323 84
"1910" 2018-11-30 "NHS Grampian" 10788 10185 603 20 0
"1911" 2018-11-30 "NHS Greater Glasgow & Clyde" 36076 32521 3555 233 6
"1912" 2018-11-30 "NHS Highland" 7840 7627 213 4 0
"1913" 2018-11-30 "NHS Lanarkshire" 17007 15163 1844 231 46
"1914" 2018-11-30 "NHS Lothian" 23495 20965 2530 198 26
"1915" 2018-11-30 "NHS Orkney" 520 493 27 0 0
"1916" 2018-11-30 "NHS Shetland" 682 663 19 1 0
"1917" 2018-11-30 "NHS Tayside" 8432 8212 220 2 0
"1918" 2018-11-30 "NHS Western Isles" 670 662 8 0 0
"1919" 2018-12-31 "NHS Ayrshire & Arran" 9598 8718 880 227 53
"1920" 2018-12-31 "NHS Borders" 2568 2416 152 10 3
"1921" 2018-12-31 "NHS Dumfries & Galloway" 3910 3511 399 33 2
"1922" 2018-12-31 "NHS Fife" 7425 6893 532 26 1
"1923" 2018-12-31 "NHS Forth Valley" 6943 5446 1497 236 59
"1924" 2018-12-31 "NHS Grampian" 11385 10646 739 32 4
"1925" 2018-12-31 "NHS Greater Glasgow & Clyde" 36788 32168 4620 277 5
"1926" 2018-12-31 "NHS Highland" 8283 7950 333 22 0
"1927" 2018-12-31 "NHS Lanarkshire" 17157 15534 1623 130 5
"1928" 2018-12-31 "NHS Lothian" 23712 20349 3363 367 67
"1929" 2018-12-31 "NHS Orkney" 535 506 29 0 0
"1930" 2018-12-31 "NHS Shetland" 649 633 16 0 0
"1931" 2018-12-31 "NHS Tayside" 8436 8217 219 2 0
"1932" 2018-12-31 "NHS Western Isles" 738 731 7 0 0
"1933" 2019-01-31 "NHS Ayrshire & Arran" 9595 8429 1166 371 149
"1934" 2019-01-31 "NHS Borders" 2672 2494 178 19 2
"1935" 2019-01-31 "NHS Dumfries & Galloway" 3752 3384 368 36 2
"1936" 2019-01-31 "NHS Fife" 7397 6785 612 41 0
"1937" 2019-01-31 "NHS Forth Valley" 6917 5678 1239 273 49
"1938" 2019-01-31 "NHS Grampian" 11112 10313 799 39 5
"1939" 2019-01-31 "NHS Greater Glasgow & Clyde" 37416 32594 4822 548 50
"1940" 2019-01-31 "NHS Highland" 8076 7680 396 46 5
"1941" 2019-01-31 "NHS Lanarkshire" 18021 15693 2328 281 80
"1942" 2019-01-31 "NHS Lothian" 23735 20337 3398 573 159
"1943" 2019-01-31 "NHS Orkney" 520 499 21 2 2
"1944" 2019-01-31 "NHS Shetland" 625 599 26 0 0
"1945" 2019-01-31 "NHS Tayside" 8369 8119 250 1 0
"1946" 2019-01-31 "NHS Western Isles" 678 668 10 0 0
"1947" 2019-02-28 "NHS Ayrshire & Arran" 8782 7587 1195 409 154
"1948" 2019-02-28 "NHS Borders" 2425 2215 210 40 21
"1949" 2019-02-28 "NHS Dumfries & Galloway" 3694 3267 427 37 8
"1950" 2019-02-28 "NHS Fife" 7121 6556 565 27 1
"1951" 2019-02-28 "NHS Forth Valley" 6341 6027 314 14 1
"1952" 2019-02-28 "NHS Grampian" 10920 9901 1019 50 6
"1953" 2019-02-28 "NHS Greater Glasgow & Clyde" 34411 30087 4324 323 23
"1954" 2019-02-28 "NHS Highland" 7611 7235 376 39 5
"1955" 2019-02-28 "NHS Lanarkshire" 16538 14798 1740 254 62
"1956" 2019-02-28 "NHS Lothian" 22259 18909 3350 441 86
"1957" 2019-02-28 "NHS Orkney" 500 478 22 3 1
"1958" 2019-02-28 "NHS Shetland" 616 579 37 0 0
"1959" 2019-02-28 "NHS Tayside" 8184 7884 300 2 1
"1960" 2019-02-28 "NHS Western Isles" 645 638 7 0 0
"1961" 2019-03-31 "NHS Ayrshire & Arran" 10070 8741 1329 418 125
"1962" 2019-03-31 "NHS Borders" 2684 2595 89 6 1
"1963" 2019-03-31 "NHS Dumfries & Galloway" 3804 3548 256 23 5
"1964" 2019-03-31 "NHS Fife" 7931 7498 433 13 1
"1965" 2019-03-31 "NHS Forth Valley" 7413 7098 315 13 2
"1966" 2019-03-31 "NHS Grampian" 11871 11248 623 26 3
"1967" 2019-03-31 "NHS Greater Glasgow & Clyde" 38273 34018 4255 161 1
"1968" 2019-03-31 "NHS Highland" 8753 8436 317 19 3
"1969" 2019-03-31 "NHS Lanarkshire" 18090 16590 1500 158 29
"1970" 2019-03-31 "NHS Lothian" 24405 21397 3008 263 61
"1971" 2019-03-31 "NHS Orkney" 552 517 35 2 0
"1972" 2019-03-31 "NHS Shetland" 668 648 20 0 0
"1973" 2019-03-31 "NHS Tayside" 9278 8930 348 5 0
"1974" 2019-03-31 "NHS Western Isles" 772 762 10 0 0
"1975" 2019-04-30 "NHS Ayrshire & Arran" 10231 8947 1284 389 136
"1976" 2019-04-30 "NHS Borders" 2924 2768 156 5 0
"1977" 2019-04-30 "NHS Dumfries & Galloway" 4248 3954 294 20 3
"1978" 2019-04-30 "NHS Fife" 8064 7633 431 6 0
"1979" 2019-04-30 "NHS Forth Valley" 7522 6931 591 25 0
"1980" 2019-04-30 "NHS Grampian" 11729 10991 738 21 3
"1981" 2019-04-30 "NHS Greater Glasgow & Clyde" 37761 32635 5126 336 18
"1982" 2019-04-30 "NHS Highland" 9435 8966 469 19 1
"1983" 2019-04-30 "NHS Lanarkshire" 18325 16170 2155 275 86
"1984" 2019-04-30 "NHS Lothian" 23831 20863 2968 289 54
"1985" 2019-04-30 "NHS Orkney" 566 521 45 2 0
"1986" 2019-04-30 "NHS Shetland" 649 621 28 1 0
"1987" 2019-04-30 "NHS Tayside" 9258 8907 351 3 0
"1988" 2019-04-30 "NHS Western Isles" 797 790 7 0 0
"1989" 2019-05-31 "NHS Ayrshire & Arran" 10627 9690 937 248 77
"1990" 2019-05-31 "NHS Borders" 3000 2862 138 6 1
"1991" 2019-05-31 "NHS Dumfries & Galloway" 4409 4084 325 31 1
"1992" 2019-05-31 "NHS Fife" 8462 7995 467 6 0
